真实房价,预测房价
3438000,2113743.56
723000,777752.16
1045300,2925775.91
1521000,843383.8
2997800,477621.51
1816000,1858495.17
3162000,2608050.26
20454000,5467471.95
1398000,1616798.98
3723600,3526315.79
2168600,5886913.52
1627500,1643923.64
1631600,1665364.69
784600,970566.97
2124500,2317487.11
569600,513245.32
1947000,916148.45
1002000,-270932.44
5358000,4345052.26
836400,605303.51
2146400,5168978.73
598000,761471.54
6209000,5363255.2
1258300,2185347.36
1608500,1470748.62
2444000,761635.02
4166600,5894134.2
4840000,5780320.86
3730000,3885672.64
1663000,2267140.57
10375200,3829895.89
7430000,4602876.89
2982600,3344368.88
846200,1489168.51
1253280,808263.52
569000,417576.89
7800000,4622708.3
7341200,5651567.16
5062000,3824964.45
2109000,2618824.56
2363200,4898242.7
3442400,4321928.09
1785600,1368807.79
1521000,3103021.25
1237000,2071099.71
3016800,2983136.84
3198000,2944871.84
4035200,5393621.35
3580000,3172800.7
992500,830834.06
1932800,1824523.66
2089000,2220195.49
1009200,1337914.09
5047200,4618788.28
3138000,4455595.45
1510000,5128038.8
796800,1116831.32
704500,1068523.4
1185000,984731.07
1990800,5182209.15
1151800,1894733.34
771600,1803123.0
1130500,1638413.78
1185000,874287.39
992500,1611589.49
1909600,4410269.06
4988000,4538366.3
391900,694801.54
1621000,5141680.67
984600,2432510.08
6246000,3451528.28
938600,1332130.41
3619000,2667228.96
789700,1179675.06
1262000,1622919.88
1734000,475200.52
9910000,6930014.51
5876000,5429499.24
930000,1355069.42
2272200,3581945.07
1861800,1923416.49
1870300,1679532.17
2804000,3165984.89
2982600,4680065.59
2583000,3998427.97
427600,604633.58
1530730,955559.26
1080800,1794681.15
4433000,2251601.26
5355000,2810668.02
850800,1404561.62
775500,963932.97
1872600,1588151.94
800000,1371880.03
31110000,7726217.75
1556500,2454034.03
1166000,1851949.4
1300500,-14884.31
1038000,2073640.75
2457200,4305236.24
4433000,2970060.19
6682600,4538366.3
995600,739438.55
18160000,7773372.54
1798600,5172723.11
1189200,499115.35
7933200,6446369.62
6135000,5717394.73
4529200,4744708.42
5030800,4046091.32
1493000,1938723.84
1258300,-189510.43
1095000,2159692.65
3222000,4472750.4
2218800,3348189.34
382800,-207330.07
1150350,989633.53
2442400,4535292.88
1408300,1203018.92
930000,1611289.12
2346200,3195729.92
684500,1253383.48
2406000,2439214.06
3545000,3993061.71
1074000,1176738.46
908400,1742232.41
2834400,3761696.89
3822400,4325359.26
3138000,4796202.73
4928800,4513986.56
3508000,3922253.61
1399000,5159580.52
915500,423364.76
199200,411045.91
1137600,1867528.52
3123200,3462095.43
2334000,3161604.78
704500,1217871.97
3892800,6242804.13
2373000,2895891.92
2398000,3562651.4
2745800,4555244.45
676800,898098.94
4581000,4731097.22
2398000,2864171.06
1185000,1593776.9
3138000,2947226.18
1223500,1214759.17
1399000,3235407.36
6320000,4604891.04
399200,1039440.86
699900,82923.58
1323600,1313579.24
1521000,2242599.98
4211000,8466750.26
1092600,993350.05
640600,959245.94
1185000,1021622.57
961700,1487086.61
1554600,1575088.76
505700,948656.2
680650,-162744.37
1824100,2041725.08
4307200,5113267.65
2213000,3831207.1
1074000,1833660.17
1521000,2527381.26
2378500,2510146.82
2161200,3858479.1
1130500,1651424.28
1185000,-381236.56
1169600,-506631.51
5358000,5061992.31
832300,-378931.37
1185000,1497557.68
491500,-1138263.27
1990800,3479659.6
7578000,6411988.91
2632600,2501444.7
8998000,6796599.39
577200,-370252.01
1854000,3406616.53
1108000,1704165.2
5202600,4893650.84
5432000,5404956.71
2361000,6649257.07
1547000,4713263.83
1840500,2120467.4
12373200,7715658.53
2102000,5050449.25
877000,1532647.1
1059500,719524.36
843600,1369779.13
562500,2846819.64
1268400,1611081.09
1450000,2439026.88
647700,2030986.84
2990000,5086000.34
980400,1146539.55
1531500,1528891.77
5802000,6384698.02
3086200,3156333.31
3545000,4600927.69
1323600,1872166.01
811000,412112.3
1883100,2252015.46
3278600,4074664.64
640600,1532084.64
684500,947733.88
1470000,1597253.22
2621500,327116.18
8022000,7850736.0
1196550,2389467.14
448900,1457908.61
4196200,4228660.1
3878000,4941104.33
4174000,2733837.43
1308000,2167013.35
3804000,2543697.44
4134000,5614479.98
5062000,6391097.09
1907200,1895893.16
7652000,6262675.92
1608500,4354116.28
3064000,5218461.89
7652000,4820489.95
1732000,4776018.31
725800,1538952.21
877000,1066363.09
881000,2923446.57
1015600,1129991.13
2003800,779687.96
3352600,5235010.3
3937200,2193462.42
1584000,4542388.13
3693000,4843372.69
4063000,5102084.34
1876000,1943874.1
1185000,1336915.4
607500,40365.31
2398000,4406887.25
4470000,3451528.28
642000,112835.41
1614000,2192159.05
647700,730317.8
661900,2453647.62
7637200,5719673.2
2211200,2672321.78
1182000,1547907.63
1892000,2983136.84
656400,1854115.68
2514000,3346156.7
2515000,2293083.06
1758000,2187966.19
1151800,917955.29
917500,1973249.58
915500,709953.59
715300,1101071.55
22970000,6099727.0
2256800,2627160.56
5469000,5517275.15
2530400,4113656.01
11050000,6116589.55
1495200,4050973.21
946300,989318.24
2879000,6953952.0
1917000,2200144.84
4988000,3816373.54
861600,-13948.96
676800,923426.39
615200,1276414.74
9650000,5036252.95
507400,567548.53
786000,342780.9
1379000,2168920.14
663600,664408.35
512800,-1282440.99
9650000,4975801.96
1214000,1522175.92
6172000,5033557.44
761500,475702.34
1801000,3076907.79
2168600,3777696.51
8540000,5674616.38
330300,475762.54
2361000,3956006.98
663600,1717963.84
11944000,4478139.67
1584000,3441523.96
1592000,2282301.84
1169600,1638217.19
3278600,2722815.1
1592000,2023861.84
6231200,5167879.12
894000,1057866.21
2614000,4578670.66
678000,1071852.6
399600,1976941.37
1606800,2425017.76
1383600,1348372.14
1343500,1740229.22
1678800,2287291.73
1793300,1769069.0
796800,331605.79
5639200,3987848.69
1300500,1363046.62
2018000,555354.04
3804000,4540936.95
3360000,5522042.23
541200,-1072923.23
2231000,2336122.22
2032000,1751875.08
2870000,1316938.15
684500,745893.43
2094600,6056204.62
953000,908240.06
2287000,4148499.44
1077200,1661486.6
569000,982162.83
3545000,5001380.55
1038000,1670926.05
692200,566901.08
2010190,1969686.34
2694000,4538366.3
8318000,6295851.77
2514000,1124975.9
5720600,4844260.23
699600,1512955.6
1534800,1073196.16
2841600,2594511.89
1762800,3156981.04
892400,867706.47
1290000,1714768.61
8905000,3438209.05
746100,271469.66
1569200,4015797.07
815400,1016726.71
3212000,4356095.97
2692500,1783461.1
2686500,1305902.87
1724000,3241716.87
974300,814047.19
6209000,4307027.0
1194400,779687.96
2120000,4674796.3
784600,1246766.93
3197200,3153565.46
2263000,2421776.75
3367000,2106146.83
784600,308915.05
4843800,2476001.59
723000,1100621.15
738400,1005633.59
6305200,6408153.75
2046400,287800.07
778800,1286500.16
1570000,1812616.58
3411800,5678101.97
2472000,4673858.4
2956000,1881828.47
2694000,3114136.81
1339000,1004739.82
8390000,6265741.08
2738400,6578626.72
3138000,4641725.82
792300,1003567.94
3138000,4022363.81
1851600,1843202.25
4988000,4823722.43
1816000,3540380.49
4026000,5899010.63
2287000,4527770.02
676800,1187720.34
2686600,5043339.24
2472000,4358302.35
1228480,2022115.16
5276900,3535233.02
4951000,2078468.0
2373000,2228101.6
10860000,6305866.89
654800,1241428.83
4677200,5037124.58
1177000,4999766.9
620400,360388.25
1369400,5179314.15
2842000,6609844.74
4618000,3632938.79
3804000,3440487.67
1379000,532020.75
800000,1238517.43
569000,653648.37
1865200,4951716.56
823100,1530916.32
1218000,1651670.14
1364800,2989252.73
2760600,4592212.29
6148000,5382441.67
879600,1578117.61
1318800,1152926.91
1108000,1780180.21
527000,124203.02
1887400,4483730.14
3256400,6129884.45
4729000,3945578.66
2250000,4430527.37
3567200,3750169.23
1534800,1535994.2
807600,994636.13
1862600,2284697.12
399200,1060160.17
4503000,3279322.59
9909000,6095525.23
1577800,523334.31
7835200,7588055.14
1414500,1216788.59
3678000,4546090.6
2338800,3867648.89
1643200,4407308.68
1878000,2136241.78
1201500,1716895.93
476400,-804776.39
917500,-596526.89
591600,-620636.33
5935200,3757206.01
1185000,774049.3
1293800,1653549.06
730700,1309326.84
761500,1511025.93
1038200,2364389.42
3101000,5178836.13
470200,1091453.71
5402400,5432542.44
9224500,8219438.6
1038200,73595.81
988500,2234374.93
977100,1040049.35
1272500,1890203.24
2044000,3259693.8
6320000,6952655.71
4322000,6821245.39
3374000,4955686.72
3846000,2863973.9
456000,1216600.19
1450800,5082049.52
1650600,5288860.24
1246800,1580427.1
1724800,3088248.04
8540000,4859270.01
22600000,5057535.54
4322000,4306023.51
1485500,189444.7
784600,-1110882.04
1146500,1266789.73
2586000,2003145.58
1450000,1789431.68
1110000,1126005.65
4225800,4630331.34
1393200,1777826.34
2120000,4612654.32
1131100,6400246.05
512800,785283.08
2160000,2359271.45
2089000,2168920.14
1477200,986412.05
1390800,1475237.8
926800,3081629.96
882000,-716009.27
590900,2539311.01
10834000,5679596.73
1059500,-916302.14
1223500,1715398.87
2522800,5009160.01
1930000,4361291.63
1806000,5013809.81
1872600,2751415.73
569000,437264.32
738400,1459750.59
1290000,2420436.7
392100,1688340.6
1288000,3112397.27
3878000,5857335.56
2930800,3772687.48
1231200,203306.43
1185000,925910.85
8059000,4988549.67
505700,553329.42
796800,238494.73
3471000,4606519.79
413400,1064867.86
1502600,2455843.38
1308000,1485793.67
1797900,1227901.36
1130500,1716895.93
562500,1553468.23
5432000,6403302.47
3111400,647419.35
6414000,5284596.94
627600,1097061.55
4645000,-243424.96
1146500,3138715.62
31110000,7946426.49
3722600,2469088.8
1584000,3955277.08
953000,1347446.64
5765000,6334003.37
6338000,6126412.82
1892000,3475994.79
9134800,6430466.15
1546130,3490213.21
714000,1389658.16
3841000,5391553.37
2478600,2642696.85
3915000,3146816.59
4174000,4189438.05
16446000,2958092.59
420500,1520895.91
2358800,1276820.58
1262000,-479167.72
1572800,3625190.23
836400,1494943.96
4618000,3987238.77
1077200,1068172.12
2509000,5349016.78
953000,1630130.31
6488400,2496856.71
3450000,4072754.29
342400,883471.3
1947300,2623274.01
12114000,6084915.47
1151800,602965.57
1336400,-409100.53
5068800,4121178.21
1502600,3112397.27
2334000,2850713.79
1246600,2011237.69
3308200,1827931.68
2663400,2400424.7
1647000,2318495.36
1166000,2105696.27
3024400,2751989.73
1458200,5234962.52
2417000,2475802.79
1450000,1943556.81
1663000,2082813.53
4282900,271418.79
5210000,4895576.84
1237000,1716895.93
16310000,6658188.94
1046400,730774.12
938600,2729731.58
888550,1872057.39
2010900,2294604.37
4118800,4219894.62
18234000,6304773.53
4470000,3612079.32
5008000,6340860.22
867800,2562644.3
3567200,4467167.99
773050,406391.9
5091600,4005885.16
930000,907998.37
1801000,3473071.98
1286700,2162932.03
527000,649181.61
335300,1213058.53
1819200,1863004.15
476400,1459916.93
1631600,1673129.75
1177000,2375648.46
1103000,2171233.17
2384400,1668074.32
3184000,3554268.25
2234000,3976194.84
3034400,4182401.9
2272000,3021119.15
2324000,2682562.09
415000,747840.22
453500,568917.55
3952000,4917292.78
945900,1451413.73
1108000,1436289.52
1002000,1522407.76
6246000,4986554.04
4248000,5188660.74
1876000,2196383.94
1819200,1729938.54
6320000,4954056.05
1185000,1515618.79
583800,2259123.16
1208600,2193986.18
2786600,2307038.7
1405200,1588406.38
4020000,3664220.65
9390000,3381795.87
4362000,5030429.98
4803000,3951144.29
2053500,2458733.04
669000,-1289505.72
2827200,1573955.63
2116800,5116562.32
736450,1746106.78
1608500,1710186.16
2923400,3535125.28
740000,581183.33
2079800,4523529.28
1078800,4019559.64
1238900,1275571.4
2082000,1947168.5
1722000,2406240.4
9124600,6417977.02
1095000,1338547.66
1262000,1779162.39
1290000,1611212.7
775500,314857.8
2186000,292272.92
6072000,4572023.97
698160,1467668.36
1407400,2363454.41
6278000,3411462.33
5958000,6740024.62
4270800,5796477.25
1038000,1105756.95
2479500,677747.13
882000,747438.72
738400,106494.02
877000,1655749.44
1246600,1192356.85
3580000,3643157.44
2302000,609730.45
14682000,5401001.08
2302000,2029051.91
6394000,3413529.83
2287000,2826024.37
5580000,5087528.3
1300500,1216304.44
4914000,3719894.54
409850,1541332.28
1237000,1756329.3
2361000,7299490.87
3064000,3976193.9
954000,1928275.46
4248000,6460565.92
4710000,2335259.43
2768000,4346524.55
4632800,5105893.98
5853800,5963345.82
860700,696641.62
3286000,4049141.33
6031400,4455516.4
1436000,3163672.62
1516100,845894.79
1218000,1355302.27
1371900,1985535.86
12980000,5522056.47
3434000,4702251.0
2089200,2878087.76
1598800,5113382.62
1177000,2432510.08
861600,594014.18
1724000,2121144.29
1015600,1243768.24
823100,585228.21
3206800,5024203.1
2262000,2679909.28
1046400,1152353.43
338000,-97572.48
1177000,4391682.59
3804000,4437199.1
1539200,1651956.82
527000,-4743.97
2621500,2205520.94
1588000,1923356.96
3062400,3549568.56
538200,1459575.91
503550,-176874.0
7060000,6196373.52
1251000,3163672.62
5876000,4990300.84
10594000,6845308.01
4973200,2938779.7
900100,1395166.3
4618000,5410691.95
2361000,3944008.62
1081200,1947681.36
988650,554947.16
2870000,777410.77
800000,1320542.39
2457200,5369701.95
776900,949332.05
1024000,1962095.34
2515000,3427639.88
1210800,2101233.38
5942600,3376919.64
764400,1207546.25
800400,805079.45
3693000,3392920.76
11500000,6676453.22
836400,1501868.22
4588400,4997130.52
954000,-530443.06
3360000,6518692.33
4954800,6180911.7
2205600,4229987.81
669100,1529030.41
1717200,4216562.91
1708600,1803150.42
3952000,7739470.07
1648800,1989015.2
707600,1446760.59
967200,1243120.97
723000,1246766.93
676100,4118973.64
377900,-146681.75
1866000,1582820.1
4381200,3801040.41
5395000,5873949.79
2731000,3370516.27
447600,1415103.1
16680000,6636242.68
484300,1177984.14
2442000,2110229.71
476600,505967.58
1002000,1574819.93
2213000,3915014.98
1031100,1346261.39
1132000,1304581.85
8170000,5913540.63
3130600,5966703.6
2145800,2523726.44
3619000,5830642.87
3582000,4159519.16
2725000,1548588.88
1339000,887456.99
1493000,940570.05
1237000,1652034.14
1543050,611155.65
4322000,4430698.8
2760600,3788550.69
5395000,6801539.22
1593100,1592104.4
9272600,6275535.75
2361000,3333437.22
3693000,5137355.46
328200,-1078530.17
1584000,4948469.77
2346200,3916317.41
3841000,4050756.41
2930800,5193510.45
6579000,6482349.63
677520,2488035.66
750000,971185.01
3336000,3614430.35
633500,2342360.13
670800,1531455.62
980400,2058321.85
792300,1006929.16
1806000,1974085.46
4635600,3489406.46
1237000,553719.53
4628000,5588983.56
723000,493944.23
3626400,4444023.95
1924400,5660634.7
24450000,7719772.88
1531500,1513722.5
7326400,4783918.93
7800000,4394672.87
399200,1429641.02
7415200,6360713.56
1069500,1233706.98
1909200,1419416.5
1647000,1462596.76
1508400,1659998.92
16680000,25245410.55
2956000,1479885.62
3580000,3891535.12
570000,1279946.07
4618000,4525223.09
5578000,5034668.39
1531500,841332.79
1562300,1785771.36
3708400,5517625.37
4422800,6419576.79
9132000,4040788.22
638300,1560314.14
1671600,915978.09
3434000,4664728.72
692200,407958.37
1377500,1145547.81
1185000,486103.2
16976000,7770235.85
1734000,3414997.28
1698500,609730.45
1606800,1503208.74
6149800,6408153.75
1493000,1613831.05
1059500,1651424.28
1614000,1243346.93
1115700,3299465.9
1151800,2400104.9
2538600,2887982.6
3641200,4629853.09
3878000,4827042.37
1854000,4931667.15
669100,633025.94
548300,-261920.35
2657000,2682562.09
4096000,5262410.44
642000,-1086577.0
15570000,6085739.9
9530000,5313271.96
3263800,2245283.98
2102000,3713323.29
1801000,3026110.7
3341000,1305902.87
376500,-37448.73
2799000,1759649.55
4684600,5069500.98
938800,-491470.03
2532500,1292323.22
649200,81436.87
725800,582138.66
10538000,6385278.71
2065000,4438975.42
1878000,2042203.33
541200,1381886.9
18308000,6491202.59
3822400,3557119.67
2953000,2699014.46
1108000,233090.62
774790,1887401.6
1698500,2125787.41
498600,-165551.69
1230800,2686518.08
1734000,2163859.18
882000,940895.26
5099000,4403359.29
1223500,1341183.57
2938800,2845450.99
1210800,1707433.84
1844400,1626414.22
1226350,1971449.67
1007900,1198534.37
7800000,6531313.62
2728000,4596216.46
807600,1020837.83
678000,-509473.7
877000,1422614.83
988500,580331.57
1685500,1896982.72
830800,-36441.38
1182000,1464266.8
1059500,2515063.61
1059500,1566168.87
9280000,6433936.63
14090000,7688001.88
1246600,1318376.88
3034400,4131126.56
684500,-154744.2
6394000,5308490.91
3012000,348456.8
1917000,4018379.25
620400,814771.17
2028800,1232606.83
569000,1075447.48
2150400,3271612.47
3374000,4481914.86
2457200,3816938.36
3804000,4954309.9
2671800,10719402.56
3249000,2382990.2
562500,-308695.6
1974000,1434358.7
370800,1907984.66
8540000,3901822.87
1069500,1538361.96
3434000,4453104.76
26670000,7267614.89
1201500,2340820.4
1734000,2102519.69
4706800,3989909.44
7341200,4322193.51
6357000,5683230.49
1326000,1574002.05
1954000,1710526.11
861600,1565978.19
3841000,4592212.29
1686000,1660562.11
1009200,690281.73
3937200,3840709.06
1300500,1319979.46
1695000,4328706.77
4058000,5600283.68
9354000,5719772.22
3582000,3924815.91
4610600,3384234.32
977100,1462962.17
1717200,3947068.89
987600,1380329.81
2120000,2240319.99
1783800,3525156.5
945900,143210.71
2591200,4424076.55
1237000,1716895.93
8540000,6693506.14
1421600,2308592.18
10760000,6127029.79
2218800,4640437.07
793200,1008873.91
1758000,1547356.13
838500,1177567.55
882000,777433.91
1200400,1192492.89
6908000,7226765.82
3298000,3616629.52
740000,670043.62
2978800,3994992.01
684500,1006901.0
4433000,6333066.86
2960400,4030572.0
468900,133944.13
9150000,6359895.45
697400,216173.84
2494000,2595545.79
2686600,4688169.64
1628400,4343660.59
3249000,4449360.05
4396000,4424910.82
877000,765053.16
505700,721235.36
3298000,3981229.53
1262000,2140974.61
877000,723364.24
10982000,4215096.46
1991000,3024594.75
1095000,2613848.62
5497000,2460668.46
1016900,2069546.03
3212000,5326006.7
1137600,2234445.98
5913000,5861961.04
12858800,8593340.36
368400,-207330.07
5935200,6205429.17
607500,1484089.68
1088400,2697356.74
3716000,3530934.95
1282800,1506079.99
6838000,6089948.25
1474000,1047046.37
1295760,1587269.55
4951000,5993884.36
1362000,2233244.36
822000,1535994.2
1012800,717683.65
1246800,423684.37
2287000,3285742.01
653700,1714105.61
1854000,3479659.6
8846000,6699031.59
3323000,3695897.87
1371900,1998078.94
28890000,9301932.95
1272500,2267328.77
3944600,3984355.96
1272500,2318415.91
684500,759479.88
1308200,1130673.21
5491200,5522590.99
1414500,2250195.37
5506000,3483147.74
7703800,6411988.91
984800,1830437.73
2435000,3179292.06
924600,1732709.81
1473000,6509829.91
6094800,5029712.97
800000,1434279.43
1002000,1022526.16
1272500,2524204.69
2805000,5101724.6
1300500,1478408.14
746100,42829.21
10375200,6778205.7
988500,1345358.17
2938200,5156431.41
2941000,612139.25
4618000,7013588.74
6172000,3719997.18
17890000,5401209.79
1772400,1170180.02
3510800,3524373.96
4018600,3567467.14
8170000,5567812.27
1385200,1240312.59
2160000,2154723.84
967200,1821291.0
5710000,224308.09
800000,89125.12
2375800,5061992.31
1801000,1644408.42
1308000,3175335.34
591600,1426282.12
792300,1359795.09
3572000,2248947.69
1069500,1020465.11
1495200,4038160.26
1976200,2721207.2
10871000,4502087.0
553600,726163.87
2731000,5491566.39
3922400,4744708.42
2583000,4732243.75
769200,1919223.21
6838000,4454024.78
4582400,5503074.46
1346700,3472028.66
68850000,6349653.58
4499600,4805373.97
646000,1236250.19
562500,290683.62
4455200,4001081.09
4211000,2039253.61
723000,722628.09
492000,337332.33
491500,1155988.03
2287000,3563955.71
1292800,2210913.06
2834600,2956144.87
453500,940480.89
838500,987815.57
519600,1123127.94
569000,483045.26
345700,879989.91
678000,308836.0
3915000,4966551.2
4980600,6465427.38
1174800,1365765.14
633500,979746.28
1125200,4291432.64
836400,1716358.74
7060000,3748799.23
1272500,2022614.9
1031000,1815998.34
1308000,796689.51
3715200,4792377.75
7866600,4951006.39
4862200,3921515.3
2960400,3716129.8
1059500,2054420.93
1990800,4162273.34
2472000,2018846.2
1302800,4771310.26
4514000,4027445.57
740000,-190782.04
2975200,5463683.82
4433000,4273947.22
4574800,4908065.97
1473000,4907721.89
1887600,1653878.02
1275600,987046.06
2598800,4007631.85
1473000,2027602.36
977200,3050217.14
4610600,5350120.55
2046000,1287683.96
9502000,5548732.39
2455500,1788277.93
4488800,3818472.78
1023300,1437414.92
633500,2134210.71
6320000,4024445.96
530500,578759.92
2044000,4906797.53
2550000,3188860.55
6172000,5985658.96
2272000,3056272.81
900100,1477484.38
6320000,3546091.24
6283000,5757752.13
1108000,546080.28
5491200,4171526.9
3509000,1413281.07
1124400,1493137.65
5874400,5343479.9
7578000,6411988.91
1838800,3892122.38
2047400,1961107.0
2472000,3715545.91
9280000,7476758.13
1052400,1332796.53
953000,2162932.03
5616000,4883679.58
1454500,1328903.82
630600,-23749.75
705360,-416261.12
954000,1232570.63
1531500,1573600.78
2586000,448980.17
1069500,1437145.34
757200,927679.89
1801000,1809582.91
498600,720421.29
992500,896609.19
761500,1793358.69
1246600,1851894.46
1377500,3124519.32
2316600,4678526.93
4655000,4228001.12
5210000,5134026.91
930000,1084066.44
5032400,4988313.95
1066600,1529037.1
10982000,6200116.02
4840000,4197512.4
2622000,2417697.06
445800,1148613.0
1177300,1520123.71
4433000,3966279.04
2235200,3154928.37
2753200,3349455.84
2264400,2700714.38
1384200,4866311.33
1332400,2704069.6
492000,257562.39
903300,865351.35
20010000,7619227.37
4503000,1035518.25
1698500,523334.31
1130500,1754886.92
1627500,2192308.41
1876000,2267654.98
2250000,4220914.83
1917000,4255915.48
3619000,4856571.8
740000,2130874.57
669100,684478.23
988500,1983882.64
4729000,5606975.12
9620400,6460565.92
1801000,-297900.95
1408300,-949185.48
1109200,820501.06
2235200,4264510.56
2340000,1138146.34
2538000,4171405.13
314000,-500634.36
2782800,4369082.91
1534800,2286681.88
861600,1362568.37
570000,1482164.89
2223900,607677.59
846500,671096.71
2020600,5328659.95
707600,-60643.11
2457200,5794988.63
1708600,1696468.11
455290,596088.88
1095600,1714290.36
2728000,3605543.59
2024300,1787625.48
3101000,3592422.63
530400,523801.67
4692000,7046058.04
770880,1614916.25
877000,1690633.09
346800,298342.2
1732000,1735564.66
2586000,810501.56
704500,1124066.82
3952000,2930788.31
930000,1576305.92
456000,-986617.23
4766000,3920902.36
2768000,5030514.99
995600,830970.64
1331300,-202012.46
2213000,3676946.15
12684000,4481364.29
954000,1496786.56
1308000,2116716.0
4692000,4738939.27
3286000,4946373.93
684500,1040049.35
12038000,8375814.78
1074000,-76416.75
1631600,2188877.32
415000,319287.7
3438000,3972298.81
2963600,5159721.24
1584000,2150087.62
3222000,3628372.27
2472000,6819630.31
8770000,7151956.86
1449290,2182187.64
4265000,2527814.41
4552000,6083813.93
53310000,9458313.98
2768000,6010790.75
24124400,4690906.12
4018600,3420938.72
2398000,5119830.61
21238400,6575383.42
1698500,133227.94
2302000,2728957.69
3197200,5225710.4
3130600,2260070.9
6453200,9278719.8
706800,-536270.19
3298000,5030773.61
1158900,2280408.06
981400,356120.24
1709600,2556186.57
1606200,2018658.74
1166000,612139.25
1686000,1802257.48
530500,525149.11
2612600,2925061.64
4692000,2887982.6
3083000,1128912.45
2160000,2223459.54
4751200,3891901.55
1570000,1051684.89
853900,836825.23
3286000,6314497.52
1974000,3224624.81
538200,584735.54
1592000,1740707.47
4433000,3792562.0
1244100,1657840.51
630600,1218297.1
853900,1095552.0
1074000,-433300.45
843600,1473699.14
4396000,6020687.08
3996400,4796274.82
7282000,6806418.84
2287000,4439828.48
1290000,1647681.89
1362100,1685042.03
2390600,4237979.2
2986400,3139045.14
3138000,4305333.57
5358000,2873786.3
8762000,6346995.51
6690000,4345052.26
846500,-233554.94
2486800,5500773.24
1712700,1754682.52
1717200,3481878.12
2139000,4040788.22
4018600,6290210.3
1223500,2018391.78
5580000,5677084.3
5923000,2699430.89
14978000,5937508.4
6334800,4948469.77
3130800,4612220.83
627600,2116936.75
715300,676473.45
3012000,1347122.03
1154200,1573372.87
4100000,5481656.11
2139000,3914863.56
555400,549844.18
11722000,4373190.02
1762500,3079480.83
5654000,4447375.93
4100000,5334327.44
6675200,6373658.1
2982600,1842136.89
2213000,3496074.42
1534800,1595760.23
1297200,921483.76
2516400,5096019.07
4174000,3243017.2
2176000,3238281.26
713760,-729200.41
1140000,4542475.61
1095000,-531992.95
2044000,1816835.07
784600,773733.07
860700,-277620.3
966000,1322962.2
12980000,5988126.6
1493000,2131245.12
2161200,2990533.29
1024000,3209202.78
1493000,1616338.77
2879000,2564599.17
761500,434721.72
4322000,4924289.84
1364800,2420725.19
2990000,3700341.63
2250000,3505689.67
2725000,1953106.83
1724000,1899550.01
1946600,3122622.37
1024000,1328784.36
1237000,2058912.97
1308000,1751428.01
374350,269123.52
2620000,3936481.79
1938000,1348607.91
2072400,3798854.56
2324000,3884086.76
1947300,88377.61
138000,622975.84
399600,820865.73
1000200,-404559.07
592100,1075482.51
368800,239617.98
8910000,7605505.44
1578000,1754470.47
2531200,2990533.29
1762500,2239437.27
8170000,6438400.47
9354000,3131570.42
2103600,1728486.66
3615500,1766709.45
2224500,1034884.42
811000,1014730.06
1110000,1638429.95
3183600,4051436.86
877000,1140966.76
1562300,1371817.73
4322000,5846232.65
3360000,4854624.67
1938000,1707888.48
1185000,1223474.43
995600,94397.41
2398000,4738966.73
1959600,1274097.51
1521000,1886815.69
23590000,7785805.58
1606200,4586568.22
583800,840600.47
2583000,3763040.89
4618000,4263673.47
2109000,1990927.99
27040000,5108332.64
3878000,4266406.05
12980000,5210823.8
815400,1146464.02
3715200,6834572.43
562500,139682.47
938600,1965021.65
723000,1609675.22
3175000,3062861.47
822000,1500890.76
5787200,3807203.76
884700,827104.83
2731000,2990055.04
1069500,1595778.11
1512000,1457499.75
692200,176181.72
8162000,5667518.65
723000,892737.59
894000,1484582.82
12018000,7178548.21
9650000,4177384.75
1268400,2144820.11
8762000,6957698.54
942450,1442236.32
1109200,4543326.04
4470000,6474283.97
1961200,2168920.14
915500,1348006.19
4680500,2048750.17
5802000,6678831.59
923890,1593217.74
584400,-775103.95
4425600,4065408.82
4026000,5189485.0
892400,1771528.93
2332800,4300135.05
974300,545063.36
1239600,-87098.92
5654000,5632851.95
4914000,4986554.04
1343500,672830.08
1375450,2387265.95
930000,1967367.7
1288000,1529125.16
7400400,5266865.44
1340400,1227535.56
1288000,3505689.67
1377500,1038387.25
1080800,1151057.2
404220,796934.36
2324000,4041843.53
1428600,2803136.53
1201500,1900083.19
1513900,2243329.02
4832600,5579151.96
1610800,4016007.36
2472000,4291671.62
4211000,6157067.17
4766000,4990927.07
3804000,6383636.68
2250000,4630331.34
3952000,4511998.46
3027000,3999037.83
1736400,1944905.4
2517100,1838900.83
882000,865351.35
6542000,5446738.74
917500,2130912.3
953000,-1159036.05
2953000,2915455.18
1109200,1806811.94
1924400,4368799.85
3212000,6870905.65
12240000,7719265.73
11181800,7595838.4
5210000,5831741.21
3404400,5347809.88
11870000,6010883.69
1262000,1470187.46
9132000,5305736.64
1061800,1497557.68
923200,1089691.41
1031000,1065129.34
4684600,5158395.77
704500,-1537731.94
561300,272307.36
1734000,486459.41
879600,1172645.83
2238100,1939033.59
1663000,2220195.49
1052400,1559937.36
1201500,1900083.19
9265200,5349517.54
789700,652312.77
9650000,6417498.77
2272000,3605543.59
4840000,4579055.99
2160000,2258968.54
3522800,3955277.08
1074000,1559805.75
13350000,5757988.09
1769000,1754976.15
1431400,1997959.41
1110000,1294056.65
1717200,4320569.37
1621000,4468650.32
877000,1195941.02
1840500,2291750.17
1185000,1662028.74
1671600,1167123.22
1872600,2733837.43
